provincia_nombre;anio;codigo_delito_snic_nombre;cantidad_hechos;cantidad_victimas;cantidad_victimas_masc;cantidad_victimas_fem;cantidad_victimas_sd;tasa_hechos;tasa_victimas;tasa_victimas_masc;tasa_victimas_fem
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra el estado civil;3;;;;;0,099301644;;;
Ciudad Aut髇oma de Buenos Aires;2008;Amenazas;11605;;;;;384,13187;;;
Ciudad Aut髇oma de Buenos Aires;2008;Otros delitos contra la libertad;2770;2770;0;0;2770;91,688522;91,688522;0;0
Ciudad Aut髇oma de Buenos Aires;2008;Robos (excluye los agravados por el resultado de lesiones y/o muertes);87168;;;;;2885,3086;;;
Ciudad Aut髇oma de Buenos Aires;2008;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4555;;;;;150,77299;;;
Ciudad Aut髇oma de Buenos Aires;2008;Robos agravados por el resultado de lesiones y/o muertes ;26;;;;;0,86061424;;;
Ciudad Aut髇oma de Buenos Aires;2008;Tentativas de robo agravado por el resultado de lesiones y/o muertes;14;;;;;0,46340767;;;
Ciudad Aut髇oma de Buenos Aires;2008;Hurtos;56084;;;;;1856,4111;;;
Ciudad Aut髇oma de Buenos Aires;2008;Tentativas de hurto;1097;;;;;36,311302;;;
Ciudad Aut髇oma de Buenos Aires;2008;Otros delitos contra la propiedad;8012;;;;;265,2016;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra la seguridad p煤blica;504;;;;;16,682676;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra el orden p煤blico;569;;;;;18,834211;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra la seguridad de la naci贸n;1;;;;;0,033100549;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra los poderes p煤blicos y el orden constitucional;14;;;;;0,46340767;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra la administraci贸n p煤blica;3202;;;;;105,98795;;;
Ciudad Aut髇oma de Buenos Aires;2008;Delitos contra la fe p煤blica;655;;;;;21,680859;;;
Ciudad Aut髇oma de Buenos Aires;2008;Ley 23,737 (estupefacientes);8290;;;;;274,40353;;;
Ciudad Aut髇oma de Buenos Aires;2008;Otros delitos previstos en leyes especiales;2317;;;;;76,69397;;;
Ciudad Aut髇oma de Buenos Aires;2008;Contravenciones;1;;;;;0,033100549;;;
Ciudad Aut髇oma de Buenos Aires;2008;Suicidios (consumados);184;184;0;0;184;6,5323811;6,5323811;0;0
Ciudad Aut髇oma de Buenos Aires;2009;Homicidios dolosos;150;157;134;23;0;4,9590268;5,1904483;9,5592747;1,4171427
Ciudad Aut髇oma de Buenos Aires;2009;Homicidios dolosos en grado de tentativa;45;47;36;11;0;1,4877081;1,5538285;2,5681634;0,67776394
Ciudad Aut髇oma de Buenos Aires;2009;Muertes en accidentes viales;120;129;74;21;34;3,9672215;4,2647629;5,2790022;1,2939129
Ciudad Aut髇oma de Buenos Aires;2009;Homicidios culposos por otros hechos;12;13;10;3;0;0,39672214;0,42978233;0,71337873;0,1848447
Ciudad Aut髇oma de Buenos Aires;2009;Lesiones dolosas;17002;17838;10069;7749;20;562,08917;589,72748;718,30103;477,45389
Ciudad Aut髇oma de Buenos Aires;2009;Lesiones culposas en Accidentes Viales;11620;12369;8544;3817;8;384,15927;408,92136;609,51074;235,18408
Ciudad Aut髇oma de Buenos Aires;2009;Lesiones culposas por otros hechos;1125;1168;613;550;5;37,192703;38,614288;43,730114;33,888195
Ciudad Aut髇oma de Buenos Aires;2009;Otros delitos contra las personas;1252;1322;778;535;9;41,391346;43,705555;55,500862;32,963974
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra el honor;0;0;0;0;0;0;0;0;0
Ciudad Aut髇oma de Buenos Aires;2009;Abusos sexuales con acceso carnal (violaciones);262;266;17;196;53;8,661767;8,7940073;1,2127438;12,076521
Ciudad Aut髇oma de Buenos Aires;2009;Otros delitos contra la integridad sexual;795;835;99;734;2;26,282843;27,605249;7,062449;45,225338
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra el estado civil;1;;;;;0,033060178;;;
Ciudad Aut髇oma de Buenos Aires;2009;Amenazas;9650;;;;;319,03073;;;
Ciudad Aut髇oma de Buenos Aires;2009;Otros delitos contra la libertad;2466;2466;0;0;2466;81,526405;81,526405;0;0
Ciudad Aut髇oma de Buenos Aires;2009;Robos (excluye los agravados por el resultado de lesiones y/o muertes);82677;;;;;2733,3164;;;
Ciudad Aut髇oma de Buenos Aires;2009;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4438;;;;;146,72107;;;
Ciudad Aut髇oma de Buenos Aires;2009;Robos agravados por el resultado de lesiones y/o muertes ;19;;;;;0,62814343;;;
Ciudad Aut髇oma de Buenos Aires;2009;Tentativas de robo agravado por el resultado de lesiones y/o muertes;6;;;;;0,19836107;;;
Ciudad Aut髇oma de Buenos Aires;2009;Hurtos;56845;;;;;1879,3059;;;
Ciudad Aut髇oma de Buenos Aires;2009;Tentativas de hurto;1080;;;;;35,704994;;;
Ciudad Aut髇oma de Buenos Aires;2009;Otros delitos contra la propiedad;8181;;;;;270,46533;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra la seguridad p煤blica;519;;;;;17,158234;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra el orden p煤blico;331;;;;;10,94292;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra la seguridad de la naci贸n;1;;;;;0,033060178;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra los poderes p煤blicos y el orden constitucional;6;;;;;0,19836107;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra la administraci贸n p煤blica;3002;;;;;99,246658;;;
Ciudad Aut髇oma de Buenos Aires;2009;Delitos contra la fe p煤blica;657;;;;;21,720537;;;
Ciudad Aut髇oma de Buenos Aires;2009;Ley 23,737 (estupefacientes);7564;;;;;250,0672;;;
Ciudad Aut髇oma de Buenos Aires;2009;Otros delitos previstos en leyes especiales;2233;;;;;73,82338;;;
Ciudad Aut髇oma de Buenos Aires;2009;Contravenciones;1;;;;;0,033060178;;;
Ciudad Aut髇oma de Buenos Aires;2009;Suicidios (consumados);181;181;0;0;181;6,4274383;6,4274383;0;0
Ciudad Aut髇oma de Buenos Aires;2010;Homicidios dolosos;161;168;128;24;16;5,3161964;5,5473356;9,1066513;1,4788206
Ciudad Aut髇oma de Buenos Aires;2010;Homicidios dolosos en grado de tentativa;40;43;29;14;0;1,3207941;1,4198537;2,0632257;0,86264533
Ciudad Aut髇oma de Buenos Aires;2010;Muertes en accidentes viales;183;195;92;39;64;6,0426331;6,4388714;6,5454059;2,4030833
Ciudad Aut髇oma de Buenos Aires;2010;Homicidios culposos por otros hechos;11;13;12;1;0;0,3632184;0,42925811;0,85374862;0,06161752
Ciudad Aut髇oma de Buenos Aires;2010;Lesiones dolosas;15944;16753;9486;7254;13;526,46857;553,18164;674,88824;446,97351
Ciudad Aut髇oma de Buenos Aires;2010;Lesiones culposas en Accidentes Viales;11312;12016;8194;3792;30;373,5206;396,76657;582,96802;233,65364
Ciudad Aut髇oma de Buenos Aires;2010;Lesiones culposas por otros hechos;1079;1110;546;564;0;35,628422;36,652039;38,845562;34,752281
Ciudad Aut髇oma de Buenos Aires;2010;Otros delitos contra las personas;1137;1216;756;457;3;37,543575;40,152142;53,786163;28,159208
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra el honor;1;1;1;0;0;0,033019856;0,033019856;0,071145713;0
Ciudad Aut髇oma de Buenos Aires;2010;Abusos sexuales con acceso carnal (violaciones);204;204;15;174;15;6,7360501;6,7360501;1,0671858;10,721449
Ciudad Aut髇oma de Buenos Aires;2010;Otros delitos contra la integridad sexual;790;828;112;715;1;26,085684;27,340439;7,9683204;44,056526
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra el estado civil;1;;;;;0,033019856;;;
Ciudad Aut髇oma de Buenos Aires;2010;Amenazas;9127;;;;;301,37219;;;
Ciudad Aut髇oma de Buenos Aires;2010;Otros delitos contra la libertad;2357;2357;0;0;2357;77,827797;77,827797;0;0
Ciudad Aut髇oma de Buenos Aires;2010;Robos (excluye los agravados por el resultado de lesiones y/o muertes);80991;;;;;2674,311;;;
Ciudad Aut髇oma de Buenos Aires;2010;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4396;;;;;145,15527;;;
Ciudad Aut髇oma de Buenos Aires;2010;Robos agravados por el resultado de lesiones y/o muertes ;14;;;;;0,46227795;;;
Ciudad Aut髇oma de Buenos Aires;2010;Tentativas de robo agravado por el resultado de lesiones y/o muertes;2;;;;;0,066039711;;;
Ciudad Aut髇oma de Buenos Aires;2010;Hurtos;54408;;;;;1796,5442;;;
Ciudad Aut髇oma de Buenos Aires;2010;Tentativas de hurto;1074;;;;;35,463322;;;
Ciudad Aut髇oma de Buenos Aires;2010;Otros delitos contra la propiedad;8055;;;;;265,97491;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra la seguridad p煤blica;487;;;;;16,080669;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra el orden p煤blico;285;;;;;9,4106579;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra la seguridad de la naci贸n;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra los poderes p煤blicos y el orden constitucional;3;;;;;0,099059559;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra la administraci贸n p煤blica;2761;;;;;91,167816;;;
Ciudad Aut髇oma de Buenos Aires;2010;Delitos contra la fe p煤blica;640;;;;;21,132706;;;
Ciudad Aut髇oma de Buenos Aires;2010;Ley 23,737 (estupefacientes);7385;;;;;243,85162;;;
Ciudad Aut髇oma de Buenos Aires;2010;Otros delitos previstos en leyes especiales;2354;;;;;77,728737;;;
Ciudad Aut髇oma de Buenos Aires;2010;Contravenciones;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2010;Suicidios (consumados);198;198;0;0;198;7,0328307;7,0328307;0;0
Ciudad Aut髇oma de Buenos Aires;2011;Homicidios dolosos;178;190;143;34;13;5,8675408;6,2631049;10,143031;2,0938487
Ciudad Aut髇oma de Buenos Aires;2011;Homicidios dolosos en grado de tentativa;50;56;39;15;2;1,6481856;1,8459679;2,7662811;0,92375684
Ciudad Aut髇oma de Buenos Aires;2011;Muertes en accidentes viales;149;160;90;33;37;4,911593;5,2741938;6,3837256;2,0322649
Ciudad Aut髇oma de Buenos Aires;2011;Homicidios culposos por otros hechos;11;11;8;2;1;0,36260083;0,36260083;0,5674423;0,12316757
Ciudad Aut髇oma de Buenos Aires;2011;Lesiones dolosas;16833;18117;9100;7430;1587;554,87817;597,20355;645,46558;457,56754
Ciudad Aut髇oma de Buenos Aires;2011;Lesiones culposas en Accidentes Viales;10443;11435;7199;3266;970;344,24005;376,94003;510,62714;201,13264
Ciudad Aut髇oma de Buenos Aires;2011;Lesiones culposas por otros hechos;2265;2439;1365;953;121;74,662804;80,398491;96,819839;58,68935
Ciudad Aut髇oma de Buenos Aires;2011;Otros delitos contra las personas;879;957;636;227;94;28,975101;31,546272;45,111664;13,97952
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra el honor;0;0;0;0;0;0;0;0;0
Ciudad Aut髇oma de Buenos Aires;2011;Abusos sexuales con acceso carnal (violaciones);211;219;12;173;34;6,9553432;7,2190528;0,85116345;10,653996
Ciudad Aut髇oma de Buenos Aires;2011;Otros delitos contra la integridad sexual;706;768;70;627;71;23,272381;25,31613;4,9651198;38,613033
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra el estado civil;4;;;;;0,13185485;;;
Ciudad Aut髇oma de Buenos Aires;2011;Amenazas;10460;;;;;344,80042;;;
Ciudad Aut髇oma de Buenos Aires;2011;Otros delitos contra la libertad;2434;2434;0;0;2434;80,233673;80,233673;0;0
Ciudad Aut髇oma de Buenos Aires;2011;Robos (excluye los agravados por el resultado de lesiones y/o muertes);79746;;;;;2628,7241;;;
Ciudad Aut髇oma de Buenos Aires;2011;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4543;;;;;149,75414;;;
Ciudad Aut髇oma de Buenos Aires;2011;Robos agravados por el resultado de lesiones y/o muertes ;58;;;;;1,9118953;;;
Ciudad Aut髇oma de Buenos Aires;2011;Tentativas de robo agravado por el resultado de lesiones y/o muertes;13;;;;;0,42852825;;;
Ciudad Aut髇oma de Buenos Aires;2011;Hurtos;55054;;;;;1814,7842;;;
Ciudad Aut髇oma de Buenos Aires;2011;Tentativas de hurto;898;;;;;29,601412;;;
Ciudad Aut髇oma de Buenos Aires;2011;Otros delitos contra la propiedad;7930;;;;;261,40222;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra la seguridad p煤blica;639;;;;;21,063812;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra el orden p煤blico;236;;;;;7,7794356;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra la seguridad de la naci贸n;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra los poderes p煤blicos y el orden constitucional;1;;;;;0,032963712;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra la administraci贸n p煤blica;2853;;;;;94,045471;;;
Ciudad Aut髇oma de Buenos Aires;2011;Delitos contra la fe p煤blica;632;;;;;20,833065;;;
Ciudad Aut髇oma de Buenos Aires;2011;Ley 23,737 (estupefacientes);7000;;;;;230,74597;;;
Ciudad Aut髇oma de Buenos Aires;2011;Otros delitos previstos en leyes especiales;2841;;;;;93,649902;;;
Ciudad Aut髇oma de Buenos Aires;2011;Contravenciones;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2011;Suicidios (consumados);166;166;0;0;166;5,8828492;5,8828492;0;0
Ciudad Aut髇oma de Buenos Aires;2012;Homicidios dolosos;158;158;0;0;158;5,1993179;5,1993179;0;0
Ciudad Aut髇oma de Buenos Aires;2012;Homicidios dolosos en grado de tentativa;85;95;72;22;1;2,7971015;3,1261723;5,0915599;1,3540503
Ciudad Aut髇oma de Buenos Aires;2012;Muertes en accidentes viales;106;111;50;19;42;3,4881501;3,6526856;3,5358052;1,1694071
Ciudad Aut髇oma de Buenos Aires;2012;Homicidios culposos por otros hechos;21;25;18;7;0;0,69104862;0,8226769;1,27289;0,43083417
Ciudad Aut髇oma de Buenos Aires;2012;Lesiones dolosas;18132;20242;10933;9205;104;596,67114;666,10504;773,13922;566,54694
Ciudad Aut髇oma de Buenos Aires;2012;Lesiones culposas en Accidentes Viales;9536;10756;7253;3449;54;313,80188;353,94852;512,90393;212,27815
Ciudad Aut髇oma de Buenos Aires;2012;Lesiones culposas por otros hechos;2681;2935;1747;1134;54;88,223877;96,582268;123,54104;69,795135
Ciudad Aut髇oma de Buenos Aires;2012;Otros delitos contra las personas;650;770;574;176;20;21,389601;25,338449;40,591045;10,832402
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra el honor;3;5;2;3;0;0,098721229;0,16453539;0,14143221;0,18464322
Ciudad Aut髇oma de Buenos Aires;2012;Abusos sexuales con acceso carnal (violaciones);285;295;26;225;44;9,3785172;9,7075872;1,8386188;13,848242
Ciudad Aut髇oma de Buenos Aires;2012;Otros delitos contra la integridad sexual;649;720;87;601;32;21,356693;23,693096;6,1523013;36,990192
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra el estado civil;6;;;;;0,19744246;;;
Ciudad Aut髇oma de Buenos Aires;2012;Amenazas;11529;;;;;379,38568;;;
Ciudad Aut髇oma de Buenos Aires;2012;Otros delitos contra la libertad;2490;2490;0;0;2490;81,938622;81,938622;0;0
Ciudad Aut髇oma de Buenos Aires;2012;Robos (excluye los agravados por el resultado de lesiones y/o muertes);78627;;;;;2587,3848;;;
Ciudad Aut髇oma de Buenos Aires;2012;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4835;;;;;159,10571;;;
Ciudad Aut髇oma de Buenos Aires;2012;Robos agravados por el resultado de lesiones y/o muertes ;106;;;;;3,4881501;;;
Ciudad Aut髇oma de Buenos Aires;2012;Tentativas de robo agravado por el resultado de lesiones y/o muertes;35;;;;;1,1517477;;;
Ciudad Aut髇oma de Buenos Aires;2012;Hurtos;55533;;;;;1827,4287;;;
Ciudad Aut髇oma de Buenos Aires;2012;Tentativas de hurto;950;;;;;31,261723;;;
Ciudad Aut髇oma de Buenos Aires;2012;Otros delitos contra la propiedad;6357;;;;;209,19029;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra la seguridad p煤blica;687;;;;;22,607162;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra el orden p煤blico;509;;;;;16,749702;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra la seguridad de la naci贸n;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra los poderes p煤blicos y el orden constitucional;3;;;;;0,098721229;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra la administraci贸n p煤blica;2855;;;;;93,949707;;;
Ciudad Aut髇oma de Buenos Aires;2012;Delitos contra la fe p煤blica;501;;;;;16,486446;;;
Ciudad Aut髇oma de Buenos Aires;2012;Ley 23,737 (estupefacientes);4588;;;;;150,97768;;;
Ciudad Aut髇oma de Buenos Aires;2012;Otros delitos previstos en leyes especiales;2537;;;;;83,485252;;;
Ciudad Aut髇oma de Buenos Aires;2012;Contravenciones;1;;;;;0,032907076;;;
Ciudad Aut髇oma de Buenos Aires;2012;Suicidios (consumados);171;171;0;0;171;6,046721;6,046721;0;0
Ciudad Aut髇oma de Buenos Aires;2013;Homicidios dolosos;176;176;0;0;176;5,7817216;5,7817216;0;0
Ciudad Aut髇oma de Buenos Aires;2013;Homicidios dolosos en grado de tentativa;52;61;44;17;0;1,708236;2,0038922;3,1022203;1,0456796
Ciudad Aut髇oma de Buenos Aires;2013;Muertes en accidentes viales;122;150;72;43;35;4,0077844;4,9276037;5,0763602;2,6449542
Ciudad Aut髇oma de Buenos Aires;2013;Homicidios culposos por otros hechos;18;37;21;15;1;0,59131241;1,2154756;1,4806051;0,92265844
Ciudad Aut髇oma de Buenos Aires;2013;Lesiones dolosas;17616;19511;10549;8821;141;578,69775;640,94983;743,75732;542,58466
Ciudad Aut髇oma de Buenos Aires;2013;Lesiones culposas en Accidentes Viales;9235;10588;6871;3393;324;303,37613;347,82312;484,43991;208,70534
Ciudad Aut髇oma de Buenos Aires;2013;Lesiones culposas por otros hechos;3101;3471;2053;1253;165;101,87;114,02475;144,74678;77,072739
Ciudad Aut髇oma de Buenos Aires;2013;Otros delitos contra las personas;586;685;485;170;30;19,250505;22,502724;34,194927;10,456796
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra el honor;0;0;0;0;0;0;0;0;0
Ciudad Aut髇oma de Buenos Aires;2013;Abusos sexuales con acceso carnal (violaciones);298;318;25;261;32;9,789506;10,44652;1,7626251;16,054256
Ciudad Aut髇oma de Buenos Aires;2013;Otros delitos contra la integridad sexual;634;708;77;613;18;20,827337;23,258289;5,4288855;37,705975
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra el estado civil;5;;;;;0,16425346;;;
Ciudad Aut髇oma de Buenos Aires;2013;Amenazas;11983;;;;;393,64984;;;
Ciudad Aut髇oma de Buenos Aires;2013;Otros delitos contra la libertad;1896;1924;101;70;1753;62,284908;63,204731;7,1210055;4,3057394
Ciudad Aut髇oma de Buenos Aires;2013;Robos (excluye los agravados por el resultado de lesiones y/o muertes);71594;;;;;2351,9124;;;
Ciudad Aut髇oma de Buenos Aires;2013;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4788;;;;;157,28911;;;
Ciudad Aut髇oma de Buenos Aires;2013;Robos agravados por el resultado de lesiones y/o muertes ;158;;;;;5,1904092;;;
Ciudad Aut髇oma de Buenos Aires;2013;Tentativas de robo agravado por el resultado de lesiones y/o muertes;30;;;;;0,98552072;;;
Ciudad Aut髇oma de Buenos Aires;2013;Hurtos;50241;;;;;1650,4515;;;
Ciudad Aut髇oma de Buenos Aires;2013;Tentativas de hurto;832;;;;;27,331776;;;
Ciudad Aut髇oma de Buenos Aires;2013;Otros delitos contra la propiedad;6583;;;;;216,2561;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra la seguridad p煤blica;796;;;;;26,149151;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra el orden p煤blico;685;;;;;22,502724;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra la seguridad de la naci贸n;1;;;;;0,03285069;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra los poderes p煤blicos y el orden constitucional;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra la administraci贸n p煤blica;3163;;;;;103,90674;;;
Ciudad Aut髇oma de Buenos Aires;2013;Delitos contra la fe p煤blica;402;;;;;13,205977;;;
Ciudad Aut髇oma de Buenos Aires;2013;Ley 23,737 (estupefacientes);4087;;;;;134,26077;;;
Ciudad Aut髇oma de Buenos Aires;2013;Otros delitos previstos en leyes especiales;2354;;;;;77,330528;;;
Ciudad Aut髇oma de Buenos Aires;2013;Contravenciones;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2013;Suicidios (consumados);162;162;12;4;146;5,7166367;5,7166367;0,91598576;0,26250681
Ciudad Aut髇oma de Buenos Aires;2014;Homicidios dolosos;194;200;163;34;3;6,3622642;6,5590353;11,458643;2,0900929
Ciudad Aut髇oma de Buenos Aires;2014;Homicidios dolosos en grado de tentativa;54;68;40;25;3;1,7709395;2,230072;2,8119369;1,5368329
Ciudad Aut髇oma de Buenos Aires;2014;Muertes en accidentes viales;82;102;77;20;5;2,6892045;3,3451078;5,4129786;1,2294663
Ciudad Aut髇oma de Buenos Aires;2014;Homicidios culposos por otros hechos;23;24;17;6;1;0,75428903;0,78708422;1,1950732;0,36883992
Ciudad Aut髇oma de Buenos Aires;2014;Lesiones dolosas;18679;21175;11478;9460;237;612,58105;694,43787;806,88531;581,5376
Ciudad Aut髇oma de Buenos Aires;2014;Lesiones culposas en Accidentes Viales;9009;10567;6491;3511;565;295,45172;346,54663;456,30707;215,83282
Ciudad Aut髇oma de Buenos Aires;2014;Lesiones culposas por otros hechos;2773;3133;1829;1130;174;90,941025;102,74728;128,57582;69,464851
Ciudad Aut髇oma de Buenos Aires;2014;Otros delitos contra las personas;533;623;438;139;46;17,479828;20,431395;30,79071;8,5447912
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra el honor;0;0;0;0;0;0;0;0;0
Ciudad Aut髇oma de Buenos Aires;2014;Abusos sexuales con acceso carnal (violaciones);267;291;40;243;8;8,7563114;9,543396;2,8119369;14,938017
Ciudad Aut髇oma de Buenos Aires;2014;Otros delitos contra la integridad sexual;639;718;96;574;48;20,956118;23,546936;6,7486486;35,285686
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra el estado civil;2;;;;;0,065590352;;;
Ciudad Aut髇oma de Buenos Aires;2014;Amenazas;12441;;;;;408,00479;;;
Ciudad Aut髇oma de Buenos Aires;2014;Otros delitos contra la libertad;2070;2070;0;0;2070;67,886017;67,886017;0;0
Ciudad Aut髇oma de Buenos Aires;2014;Robos (excluye los agravados por el resultado de lesiones y/o muertes);75685;;;;;2482,1028;;;
Ciudad Aut髇oma de Buenos Aires;2014;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);5036;;;;;165,15651;;;
Ciudad Aut髇oma de Buenos Aires;2014;Robos agravados por el resultado de lesiones y/o muertes ;166;;;;;5,4439993;;;
Ciudad Aut髇oma de Buenos Aires;2014;Tentativas de robo agravado por el resultado de lesiones y/o muertes;27;;;;;0,88546973;;;
Ciudad Aut髇oma de Buenos Aires;2014;Hurtos;48317;;;;;1584,5645;;;
Ciudad Aut髇oma de Buenos Aires;2014;Tentativas de hurto;850;;;;;27,875898;;;
Ciudad Aut髇oma de Buenos Aires;2014;Otros delitos contra la propiedad;7246;;;;;237,63383;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra la seguridad p煤blica;661;;;;;21,67761;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra el orden p煤blico;327;;;;;10,724022;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra la seguridad de la naci贸n;1;;;;;0,032795176;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra los poderes p煤blicos y el orden constitucional;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra la administraci贸n p煤blica;3529;;;;;115,73418;;;
Ciudad Aut髇oma de Buenos Aires;2014;Delitos contra la fe p煤blica;437;;;;;14,331491;;;
Ciudad Aut髇oma de Buenos Aires;2014;Ley 23,737 (estupefacientes);4715;;;;;154,62926;;;
Ciudad Aut髇oma de Buenos Aires;2014;Otros delitos previstos en leyes especiales;2345;;;;;76,904686;;;
Ciudad Aut髇oma de Buenos Aires;2014;Contravenciones;0;;;;;0;;;
Ciudad Aut髇oma de Buenos Aires;2014;Suicidios (consumados);185;185;0;0;185;6,5157433;6,5157433;0;0
Ciudad Aut髇oma de Buenos Aires;2015;Homicidios dolosos;156;165;134;31;0;5,1076083;5,4022784;9,3930807;1,9045454
Ciudad Aut髇oma de Buenos Aires;2015;Homicidios dolosos en grado de tentativa;43;53;29;24;0;1,4078665;1,7352773;2,032831;1,4744868
Ciudad Aut髇oma de Buenos Aires;2015;Muertes en accidentes viales;93;111;76;31;4;3,0449204;3,6342599;5,3274188;1,9045454
Ciudad Aut髇oma de Buenos Aires;2015;Homicidios culposos por otros hechos;21;30;20;10;0;0,6875627;0,98223239;1,4019524;0,61436951
Ciudad Aut髇oma de Buenos Aires;2015;Lesiones dolosas;17974;20329;10685;9429;215;588,48816;665,59338;748,99304;579,289
Ciudad Aut髇oma de Buenos Aires;2015;Lesiones culposas en Accidentes Viales;9675;11410;7182;3671;557;316,76996;373,57571;503,4411;225,53503
Ciudad Aut髇oma de Buenos Aires;2015;Lesiones culposas por otros hechos;1767;2014;1075;837;102;57,853489;65,940536;75,354942;51,422726
Ciudad Aut髇oma de Buenos Aires;2015;Otros delitos contra las personas;544;656;457;165;34;17,811148;21,478148;32,034611;10,137096
Ciudad Aut髇oma de Buenos Aires;2015;Delitos contra el honor;0;0;0;0;0;0;0;0;0
Ciudad Aut髇oma de Buenos Aires;2015;Abusos sexuales con acceso carnal (violaciones);273;299;42;250;7;8,9383144;9,7895832;2,9440999;15,359238
Ciudad Aut髇oma de Buenos Aires;2015;Otros delitos contra la integridad sexual;681;795;83;651;61;22,296675;26,029158;5,8181024;39,995453
Ciudad Aut髇oma de Buenos Aires;2015;Delitos contra el estado civil;3;;;;;0,098223239;;;
Ciudad Aut髇oma de Buenos Aires;2015;Amenazas;10761;;;;;352,32675;;;
Ciudad Aut髇oma de Buenos Aires;2015;Otros delitos contra la libertad;1859;1859;0;0;1859;60,865669;60,865669;0;0
Ciudad Aut髇oma de Buenos Aires;2015;Robos (excluye los agravados por el resultado de lesiones y/o muertes);62909;;;;;2059,7085;;;
Ciudad Aut髇oma de Buenos Aires;2015;Tentativas de robo (excluye las agravadas por el res, de lesiones y/o muerte);4511;;;;;147,69501;;;
Ciudad Aut髇oma de Buenos Aires;2015;Robos agravados por el resultado de lesiones y/o muertes ;133;;;;;4,3545637;;;
Ciudad Aut髇oma de Buenos Aires;2015;Tentativas de robo agravado por el resultado de lesiones y/o muertes;24;;;;;0,78578591;;;
Ciudad Aut髇oma de Buenos Aires;2015;Hurtos;42410;;;;;1388,5492;;;
Ciudad Aut髇oma de Buenos Aires;2015;Tentativas de hurto;775;;;;;25,374336;;;
